mse_id,udyam_no,enterprise_name,org_type,gender_owner,social_category,specially_abled,state,district,pin_code,nic_5digit,major_activity,classification,employees,investment_lakh,description,products,ondc_domain,b2b_or_b2c,current_business_state,has_gstin,has_pan,has_catalogue,has_devices,has_printer,workshop_interest,language,mobile_number
MSE-02238,UDYAM-UP-01-0549477,7 Brands Mens Wear,Proprietary,Male,General,No,Uttar Pradesh,Sultanpur,309073,14101,Services,Small,1,20.0,"Hum Sultanpur mein artificial jewellery aur denim jeans banate hain. Achhi quality, sahi daam. Online bechna chahte hain.",artificial jewellery|denim jeans|handbags,RET12,B2C,Only offline,No,Yes,Yes,No,No,No,en,9108296219
MSE-02239,UDYAM-MH-22-0922798,Harihant Caterers,Proprietary,Male,General,No,Maharashtra,Parbhani,167450,56210,Services,Micro,5,5.0,"Small unit making sweets, beverages and bakery items. Quality products at wholesale rates.",sweets|beverages|bakery items,RET11,B2B,Only offline,No,Yes,No,Yes,No,No,ta,9249805365
MSE-02240,UDYAM-TN-08-2022675,Siddhi Vinayak Super Market,Proprietary,Male,General,No,Tamil Nadu,Salem,361113,10614,Services,Micro,3,5.0,"Humari unit atta banati hai. 7 saal se yeh kaam kar rahe hain, ab ONDC pe aana hai.",atta|ghee|papad,RET10,B2B,Only offline,Yes,Yes,No,Yes,No,Yes,bn,9865948541
MSE-02241,UDYAM-BR-14-8062506,Vighnaharta Vegetables,Proprietary,Female,General,No,Bihar,Purbi  Champaran,593645,10309,Manufacturing,Micro,1,1.0,हम namkeen और dry fruits बनाते हैं। हमारा काम Purbi  Champaran में है और हम ऑनलाइन बेचना चाहते हैं।,namkeen|dry fruits|jaggery,RET10,Both,Only offline,No,No,No,Yes,No,Yes,en,9604715101
MSE-02242,UDYAM-PB-23-1788907,The Aromaaahh,Proprietary,Male,General,No,Punjab,Firozepur,162437,56101,Services,Micro,7,5.0,हम catering food और tiffin meals बनाते हैं। हमारा काम Firozepur में है और हम ऑनलाइन बेचना चाहते हैं।,catering food|tiffin meals|beverages,RET11,Both,Only offline,Yes,Yes,No,Yes,No,No,ta,9501817924
MSE-02243,UDYAM-OD-23-8122277,Hanuman Jewellers,Proprietary,Male,General,No,Odisha,Puri,785743,32111,Manufacturing,Micro,3,15.0,"Humari unit leather footwear banati hai. 19 saal se yeh kaam kar rahe hain, ab ONDC pe aana hai.",leather footwear|denim jeans|artificial jewellery,RET12,B2C,Only online,Yes,Yes,Yes,Yes,No,Yes,hi,9618911481
MSE-02244,UDYAM-UP-08-2386392,Krishna Hardware,Proprietary,Male,General,No,Uttar Pradesh,Varanasi,114593,25939,Services,Micro,1,1.0,"Humari unit industrial fittings banati hai. 16 saal se yeh kaam kar rahe hain, ab ONDC pe aana hai.",industrial fittings|steel fabrication|fasteners,RET1B,B2C,Only offline,No,Yes,Yes,Yes,Yes,Yes,mr,9658686952
MSE-02245,UDYAM-AS-02-7627616,Hari Om Crane Service,Proprietary,Male,OBC,No,Assam,Bongaigaon,813932,30115,Services,Small,4,20.0,"Small unit making two-wheeler accessories, car care products and auto spare parts. Quality products at wholesale rates.",two-wheeler accessories|car care products|auto spare parts,RET1A,Both,Only offline,Yes,Yes,Yes,Yes,Yes,Yes,te,9528065226
MSE-02246,UDYAM-TN-33-7748415,Ajantha Chikki,Proprietary,Male,General,No,Tamil Nadu,Thanjavur,225442,10793,Services,Micro,4,5.0,We manufacture pickles and papad in Thanjavur. Supplying to local shops and traders for over 4 years.,pickles|papad|masala powders,RET10,B2C,Only offline,No,Yes,No,No,No,Yes,mr,9571908639
MSE-02247,UDYAM-MH-17-0974193,R.K. Bangals,Proprietary,Male,General,No,Maharashtra,Ahmednagar,432616,23106,Manufacturing,Micro,5,10.0,"Hum Ahmednagar mein cement blocks aur paints banate hain. Achhi quality, sahi daam. Online bechna chahte hain.",cement blocks|paints|sanitary fittings,RET1C,B2C,Only offline,No,Yes,Yes,Yes,No,Yes,hi,9182126630
MSE-02248,UDYAM-MH-12-2143682,Shaikh Fashion House,Proprietary,Male,General,No,Maharashtra,Kolhapur,164692,14101,Services,Micro,2,3.0,"Humari unit kurtis banati hai. 5 saal se yeh kaam kar rahe hain, ab ONDC pe aana hai.",kurtis|cotton sarees|kids garments,RET12,B2C,Only offline,No,Yes,No,Yes,No,Yes,ta,9859952739
MSE-02249,UDYAM-OD-18-5342768,Swarajya Glass And Aluminium,Proprietary,Male,General,No,Odisha,Rayagada,814876,24202,Manufacturing,Micro,2,9.0,हम machine parts और steel fabrication बनाते हैं। हमारा काम Rayagada में है और हम ऑनलाइन बेचना चाहते हैं।,machine parts|steel fabrication|hand tools,RET1B,B2B,Only offline,No,Yes,No,Yes,Yes,Yes,ta,9720661213
MSE-02250,UDYAM-TG-14-6385150,Shivshakti Collection,Proprietary,Male,General,No,Telangana,Hyderabad,119633,14101,Services,Micro,2,4.0,Shivshakti Collection is a micro enterprise producing cotton sarees. We want to sell online across India.,cotton sarees|handbags|kids garments,RET12,B2B,Only offline,Yes,Yes,No,Yes,Yes,Yes,hi,9892508913
MSE-02251,UDYAM-WB-24-1921525,Ganesh General Stores,Proprietary,Male,General,No,West Bengal,Jalpaiguri,316379,56304,Services,Micro,1,5.0,"Humari unit beverages banati hai. 14 saal se yeh kaam kar rahe hain, ab ONDC pe aana hai.",beverages|catering food|snacks,RET11,B2C,Only offline,Yes,No,No,No,Yes,Yes,hi,9882156993
MSE-02252,UDYAM-UP-14-2174371,Shree Samarth Oil Industries,Proprietary,Male,General,No,Uttar Pradesh,Rampur,155043,10403,Manufacturing,Small,9,30.0,We manufacture dry fruits and pickles in Rampur. Supplying to local shops and traders for over 15 years.,dry fruits|pickles|papad,RET10,B2B,Only offline,No,Yes,No,Yes,No,Yes,en,9440091299
MSE-02253,UDYAM-MH-08-0136919,Vignaharta Traders,Proprietary,Male,General,No,Maharashtra,Palghar,279484,10407,Services,Small,5,20.0,Vignaharta Traders is a small enterprise producing dry fruits. We want to sell online across India.,dry fruits|pickles|namkeen,RET10,B2B,Only offline,Yes,Yes,Yes,Yes,Yes,Yes,ta,9449632765
MSE-02254,UDYAM-KA-33-9899707,P. R. Mali Transport,Proprietary,Male,General,No,Karnataka,Hassan,794251,56291,Services,Micro,6,5.0,"Hum Hassan mein catering food aur sweets banate hain. Achhi quality, sahi daam. Online bechna chahte hain.",catering food|sweets|beverages,RET11,B2C,Only offline,No,Yes,No,Yes,Yes,No,en,9626220608
MSE-02255,UDYAM-BR-24-0010009,Shahilszara Salon& Academy,Proprietary,Female,General,No,Bihar,Madhubani,789351,20237,Services,Micro,4,5.0,Shahilszara Salon& Academy is a micro enterprise producing attar perfumes. We want to sell online across India.,attar perfumes|ayurvedic cosmetics|hair oil,RET13,Both,Only offline,No,No,No,No,No,No,hi,9498187670
MSE-02256,UDYAM-GJ-34-1683389,Rubina Enterprises,Proprietary,Female,General,No,Gujarat,Dohad,525977,14101,Manufacturing,Micro,3,3.0,We manufacture leather footwear and kurtis in Dohad. Supplying to local shops and traders for over 5 years.,leather footwear|kurtis|artificial jewellery,RET12,B2C,Both,Yes,Yes,No,Yes,No,No,en,9475013277
MSE-02257,UDYAM-UP-31-6812790,A.V. Healthcare,Partnership,Male,General,No,Uttar Pradesh,Pratapgarh,172601,21001,Manufacturing,Micro,5,1.0,"Small unit making medical devices, surgical supplies and generic medicines. Quality products at wholesale rates.",medical devices|surgical supplies|generic medicines,RET19,Both,Both,Yes,Yes,Yes,Yes,Yes,No,hi,9541307119
MSE-02258,UDYAM-GJ-19-1775872,Kumar Gown Center,Proprietary,Male,General,No,Gujarat,Rajkot,259734,13131,Manufacturing,Micro,1,19.0,"Humari unit kids garments banati hai. 8 saal se yeh kaam kar rahe hain, ab ONDC pe aana hai.",kids garments|denim jeans|handbags,RET12,B2C,Only online,No,Yes,Yes,Yes,No,Yes,hi,9125773492
MSE-02259,UDYAM-GJ-26-1048570,Taj Dairy,Proprietary,Male,OBC,No,Gujarat,Ahmadabad,607926,56291,Services,Micro,1,2.0,हम sweets और tiffin meals बनाते हैं। हमारा काम Ahmadabad में है और हम ऑनलाइन बेचना चाहते हैं।,sweets|tiffin meals|snacks,RET11,Both,Only offline,No,Yes,No,Yes,No,No,kn,9490829231
MSE-02260,UDYAM-HR-14-2842208,Eisentech Enginnering,Proprietary,Male,General,No,Haryana,Karnal,163377,28299,Manufacturing,Micro,8,10.0,Eisentech Enginnering is a micro enterprise producing hand tools. We want to sell online across India.,hand tools|machine parts|fasteners,RET1B,B2C,Only offline,No,Yes,Yes,Yes,Yes,Yes,te,9659602565
MSE-02261,UDYAM-KA-07-9753440,Tuljai Enterprises,Proprietary,Male,General,No,Karnataka,Ballari,172353,17019,Manufacturing,Micro,5,4.0,हम cookware और brass handicrafts बनाते हैं। हमारा काम Ballari में है और हम ऑनलाइन बेचना चाहते हैं।,cookware|brass handicrafts|home decor items,RET16,B2C,Only offline,No,Yes,Yes,Yes,Yes,Yes,hi,9223874820
MSE-02262,UDYAM-JH-14-8538478,Ruchi Foods,Proprietary,Female,OBC,No,Jharkhand,Dumka,809186,10304,Services,Micro,2,2.0,हम masala powders और atta बनाते हैं। हमारा काम Dumka में है और हम ऑनलाइन बेचना चाहते हैं।,masala powders|atta|spices,RET10,B2C,Only offline,Yes,Yes,No,Yes,No,No,mr,9662816576
MSE-02263,UDYAM-WB-19-7976887,Prakash Vasantrao Mohite,Proprietary,Male,General,No,West Bengal,Murshidabad,449780,56291,Services,Micro,3,1.0,"Humari unit beverages banati hai. 3 saal se yeh kaam kar rahe hain, ab ONDC pe aana hai.",beverages|tiffin meals|bakery items,RET11,Both,Only online,Yes,Yes,No,Yes,No,Yes,gu,9939438402
MSE-02264,UDYAM-DL-26-1985043,Bee Fashion Collection,Proprietary,Female,General,No,Delhi,North West,279025,14101,Manufacturing,Micro,3,2.0,हम artificial jewellery और denim jeans बनाते हैं। हमारा काम North West में है और हम ऑनलाइन बेचना चाहते हैं।,artificial jewellery|denim jeans|handbags,RET12,B2C,Only offline,No,Yes,No,Yes,No,Yes,en,9398628754
MSE-02265,UDYAM-MH-07-8839060,Shree Prayosha Gold,Proprietary,Female,General,No,Maharashtra,Solapur,289554,32111,Services,Micro,3,5.0,"Small unit making artificial jewellery, cotton sarees and handbags. Quality products at wholesale rates.",artificial jewellery|cotton sarees|handbags,RET12,Both,Only offline,Yes,Yes,No,Yes,No,Yes,bn,9550172314
MSE-02266,UDYAM-MH-32-5074285,Jay Bhawani Bekari,Proprietary,Male,General,No,Maharashtra,Nandurbar,698939,10711,Manufacturing,Micro,4,4.0,Jay Bhawani Bekari is a micro enterprise producing papad. We want to sell online across India.,papad|dry fruits|ghee,RET10,B2C,Both,No,Yes,No,Yes,No,No,kn,9362504035
MSE-02267,UDYAM-GJ-24-8356733,Shivam Electricals,Proprietary,Male,General,No,Gujarat,Kheda,526758,27900,Services,Micro,4,4.0,"Small unit making water purifiers, kitchen appliances and mixer grinders. Quality products at wholesale rates.",water purifiers|kitchen appliances|mixer grinders,RET15,B2B,Both,Yes,Yes,No,Yes,No,Yes,bn,9866981374
MSE-02268,UDYAM-WB-10-7635193,Pore Dairy Farm,Proprietary,Male,General,No,West Bengal,Howrah,517267,10509,Services,Micro,2,2.0,"Small unit making papad, masala powders and namkeen. Quality products at wholesale rates.",papad|masala powders|namkeen,RET10,B2B,Only offline,No,No,No,Yes,No,Yes,mr,9590636111
MSE-02269,UDYAM-MP-32-5855383,Samaira Trading,Proprietary,Male,General,No,Madhya Pradesh,Raisen,385066,13999,Manufacturing,Micro,1,3.0,"Small unit making kurtis, denim jeans and artificial jewellery. Quality products at wholesale rates.",kurtis|denim jeans|artificial jewellery,RET12,B2C,Only online,Yes,Yes,Yes,Yes,No,No,en,9920616847
MSE-02270,UDYAM-MH-24-4881049,Good Luck Brooms,Proprietary,Male,General,No,Maharashtra,Raigad,301021,16295,Manufacturing,Micro,4,5.0,"Hum Raigad mein bedsheets aur curtains banate hain. Achhi quality, sahi daam. Online bechna chahte hain.",bedsheets|curtains|brass handicrafts,RET16,B2C,Only offline,Yes,Yes,No,Yes,No,Yes,hi,9703785698
MSE-02271,UDYAM-WB-04-4774198,Navishk Creations,Proprietary,Female,General,No,West Bengal,Birbhum,390699,10712,Manufacturing,Micro,1,1.0,"Small unit making ghee, atta and papad. Quality products at wholesale rates.",ghee|atta|papad,RET10,Both,Only online,No,Yes,No,No,No,Yes,kn,9412414839
MSE-02272,UDYAM-RJ-23-8217777,Jitendra Enterprises,Proprietary,Male,OBC,No,Rajasthan,Nagaur,691212,14109,Manufacturing,Micro,2,2.0,"Humari unit denim jeans banati hai. 2 saal se yeh kaam kar rahe hain, ab ONDC pe aana hai.",denim jeans|cotton sarees|kids garments,RET12,B2C,Only offline,No,Yes,Yes,Yes,Yes,No,hi,9614533265
MSE-02273,UDYAM-RJ-08-8296460,Platinum Restaurant,Proprietary,Male,General,No,Rajasthan,Kota,470421,56101,Services,Micro,1,1.0,We manufacture bakery items and snacks in Kota. Supplying to local shops and traders for over 10 years.,bakery items|snacks|sweets,RET11,B2C,Only offline,No,Yes,Yes,Yes,No,Yes,hi,9242667353
MSE-02274,UDYAM-HR-01-5098585,Sunpack Industries,Partnership,Male,OBC,No,Haryana,Kaithal,263993,17022,Manufacturing,Small,8,60.0,Sunpack Industries is a small enterprise producing bedsheets. We want to sell online across India.,bedsheets|brass handicrafts|wooden furniture,RET16,B2B,Only offline,Yes,Yes,No,Yes,Yes,Yes,kn,9771919008
MSE-02275,UDYAM-PB-27-8031907,Dairy Farming,Proprietary,Female,SC,No,Punjab,Sri Muktsar Sahib,485004,10504,Manufacturing,Micro,1,1.0,"Humari unit ghee banati hai. 5 saal se yeh kaam kar rahe hain, ab ONDC pe aana hai.",ghee|atta|masala powders,RET10,B2C,Both,Yes,Yes,Yes,No,No,No,hi,9161909835
MSE-02276,UDYAM-TG-09-0424297,Kartiki Hotel And Kirana Shop And General Stores And Rasvantigruh,Proprietary,Male,General,No,Telangana,Karimnagar,663753,10797,Manufacturing,Micro,6,3.0,We manufacture dry fruits and spices in Karimnagar. Supplying to local shops and traders for over 14 years.,dry fruits|spices|ghee,RET10,Both,Both,No,Yes,No,Yes,Yes,Yes,hi,9335276072
MSE-02277,UDYAM-RJ-16-9876168,Sarita Furniture,Proprietary,Male,OBC,No,Rajasthan,Nagaur,285124,31003,Manufacturing,Micro,9,12.0,We manufacture curtains and brass handicrafts in Nagaur. Supplying to local shops and traders for over 4 years.,curtains|brass handicrafts|wooden furniture,RET16,B2C,Only offline,No,Yes,Yes,Yes,Yes,Yes,hi,9397421943
MSE-02278,UDYAM-MH-01-7809535,Ketan Aquarium,Proprietary,Male,General,No,Maharashtra,Pune,263752,10803,Services,Micro,2,3.0,Ketan Aquarium is a micro enterprise producing spices. We want to sell online across India.,spices|papad|namkeen,RET10,B2B,Only offline,No,Yes,No,No,Yes,Yes,hi,9120249678
MSE-02279,UDYAM-MH-04-0468529,Shree Sai Krupa Enterprises,Proprietary,Male,General,No,Maharashtra,Palghar,473653,25113,Manufacturing,Micro,10,3.0,Shree Sai Krupa Enterprises is a micro enterprise producing fasteners. We want to sell online across India.,fasteners|steel fabrication|hand tools,RET1B,B2B,Only online,Yes,Yes,No,Yes,Yes,No,hi,9712456236
MSE-02280,UDYAM-MP-22-5189823,Sai Brand Hub,Proprietary,Male,General,No,Madhya Pradesh,Gwalior,528305,14101,Manufacturing,Micro,1,5.0,हम kids garments और handbags बनाते हैं। हमारा काम Gwalior में है और हम ऑनलाइन बेचना चाहते हैं।,kids garments|handbags|denim jeans,RET12,B2C,Only offline,Yes,Yes,Yes,No,No,Yes,en,9202633150
MSE-02281,UDYAM-BR-15-8446039,Vision Textiles,Proprietary,Male,General,No,Bihar,Samastipur,350144,13121,Manufacturing,Small,8,50.0,"Hum Samastipur mein handbags aur kids garments banate hain. Achhi quality, sahi daam. Online bechna chahte hain.",handbags|kids garments|leather footwear,RET12,B2C,Only offline,Yes,No,No,Yes,No,Yes,en,9629586455
MSE-02282,UDYAM-UP-25-1749338,Idris Enterprises,Proprietary,Male,General,No,Uttar Pradesh,Kasganj,154976,25939,Services,Micro,2,5.0,"Humari unit machine parts banati hai. 9 saal se yeh kaam kar rahe hain, ab ONDC pe aana hai.",machine parts|steel fabrication|industrial fittings,RET1B,Both,Only online,Yes,Yes,Yes,Yes,No,No,ta,9267432943
MSE-02283,UDYAM-RJ-28-7987884,Ayansh Distributor,Proprietary,Male,OBC,No,Rajasthan,Jaipur,385221,56291,Services,Micro,2,1.0,We manufacture beverages and snacks in Jaipur. Supplying to local shops and traders for over 6 years.,beverages|snacks|catering food,RET11,B2C,Both,No,Yes,No,Yes,No,No,hi,9550666392
MSE-02284,UDYAM-MH-15-7030673,Jhankar,Proprietary,Male,General,No,Maharashtra,Yavatmal,306205,13999,Manufacturing,Micro,3,2.0,Jhankar is a micro enterprise producing leather footwear. We want to sell online across India.,leather footwear|cotton sarees|denim jeans,RET12,Both,Only offline,No,Yes,Yes,No,No,No,en,9804017862
MSE-02285,UDYAM-TN-20-2434804,Shree Vinayak Textiles,Proprietary,Male,General,No,Tamil Nadu,Chennai,361616,13919,Manufacturing,Micro,6,12.0,"Humari unit leather footwear banati hai. 6 saal se yeh kaam kar rahe hain, ab ONDC pe aana hai.",leather footwear|artificial jewellery|kurtis,RET12,B2B,Only online,No,Yes,No,Yes,No,No,en,9104243321
MSE-02286,UDYAM-RJ-05-8036746,Shivshakti Tarkari Kendra,Proprietary,Male,General,No,Rajasthan,Hanumangarh,259664,56291,Services,Micro,2,9.0,हम catering food और bakery items बनाते हैं। हमारा काम Hanumangarh में है और हम ऑनलाइन बेचना चाहते हैं।,catering food|bakery items|beverages,RET11,B2B,Both,Yes,No,Yes,Yes,No,Yes,hi,9340435551
MSE-02287,UDYAM-MH-14-9263061,Jk Timber Mart,Proprietary,Male,General,No,Maharashtra,Jalgaon,375165,16212,Manufacturing,Micro,5,2.0,We manufacture brass handicrafts and curtains in Jalgaon. Supplying to local shops and traders for over 17 years.,brass handicrafts|curtains|cookware,RET16,B2B,Only offline,No,Yes,No,Yes,No,Yes,bn,9723712576
MSE-02288,UDYAM-OD-13-1725789,Brijesh Kirana Stores,Proprietary,Male,General,No,Odisha,Sambalpur,362402,56292,Services,Micro,2,3.0,"Hum Sambalpur mein beverages aur catering food banate hain. Achhi quality, sahi daam. Online bechna chahte hain.",beverages|catering food|sweets,RET11,B2C,Both,No,Yes,No,Yes,Yes,No,te,9348414650
MSE-02289,UDYAM-HP-07-2806983,Shree Khandoba Vegetable Suppliers,Proprietary,Male,General,No,Himachal Pradesh,Shimla,352384,10301,Services,Micro,10,2.0,"Hum Shimla mein ghee aur namkeen banate hain. Achhi quality, sahi daam. Online bechna chahte hain.",ghee|namkeen|spices,RET10,B2C,Only offline,Yes,Yes,No,Yes,No,Yes,hi,9163020221
MSE-02290,UDYAM-GJ-27-6631236,Sony Tailering Stores,Proprietary,Male,General,No,Gujarat,Mahesana,712868,14105,Manufacturing,Micro,3,8.0,हम leather footwear और kurtis बनाते हैं। हमारा काम Mahesana में है और हम ऑनलाइन बेचना चाहते हैं।,leather footwear|kurtis|kids garments,RET12,B2C,Only offline,Yes,No,No,No,Yes,No,gu,9582444889
MSE-02291,UDYAM-OD-06-3885752,Hotel Sidhant,Proprietary,Male,General,No,Odisha,Gajapati,157846,56303,Manufacturing,Micro,3,3.0,"Humari unit bakery items banati hai. 7 saal se yeh kaam kar rahe hain, ab ONDC pe aana hai.",bakery items|sweets|snacks,RET11,B2B,Only offline,Yes,Yes,No,Yes,No,Yes,te,9803855353
MSE-02292,UDYAM-MH-27-2329697,Veer Enterprises,Proprietary,Male,General,No,Maharashtra,Mumbai Suburban,684511,25991,Manufacturing,Micro,2,2.0,Veer Enterprises is a micro enterprise producing fasteners. We want to sell online across India.,fasteners|industrial fittings|machine parts,RET1B,B2B,Only offline,No,Yes,Yes,No,No,Yes,te,9936070971
MSE-02293,UDYAM-MH-06-9206579,Durgesh Industries,Proprietary,Female,OBC,No,Maharashtra,Nagpur,817276,22203,Manufacturing,Micro,5,18.0,हम wooden furniture और curtains बनाते हैं। हमारा काम Nagpur में है और हम ऑनलाइन बेचना चाहते हैं।,wooden furniture|curtains|home decor items,RET16,B2C,Only offline,No,Yes,No,Yes,No,No,hi,9387324058
